Retail_Clearance,Retail_InTransitQTY,Retail_Product_Color,Retail_Product_Dimension,Retail_Product_ExternalSKU,Retail_Product_ImageURL,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2,Retail_Product_Level2Name,Retail_Product_Level3,Retail_Product_Level3Name,Retail_Product_Level4,Retail_Product_Level4Name,Retail_Product_Level5,Retail_Product_Level5Name,Retail_Product_Manufacturer,Retail_Product_Name,Retail_Product_RFIDTagged,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_Product_UOM,Retail_Product_UPC,Retail_Product_UPCs,Retail_SFMax,Retail_SFMin,Retail_SOHDate,Retail_SOHQTY,Retail_SOHQTY_SF,Retail_SOHQTY_SR,Retail_StoreInProcess,Retail_StoreNumber,serial,thingTypeId
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMA,NaVal,CMAA,JEANS,CMAAG,NaVal,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,NaVal,9578060004,44,CALÇA JEANS,NaVal,00095780600472,00095780600472,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009578060004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAL,CYAA,JEANS,CYAAL,NaVal,CALCA JEANS JV PRD INK COS DUPLO E BOLSO,NaVal,9579600001,40,CALÇA JEANS,NaVal,00095796000112,00095796000112,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009579600001,384
false,0,NA,NaVal,NaVal,NaVal,W,BELEZA,NaVal,WB,WBO,WBO,WBOCB,WBOC,HIDRAT VANILLA KISS,WBOCB,NaVal,HIDRAT DESOD CORP PHYTO LOTION VANILLA K,NaVal,9594030000,NA,CORPORAIS,NaVal,07897664169500,07897664169500,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_009594030000,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAL,CYAA,JEANS,CYAAL,NaVal,CALCA JEANS CRN SLO INK USED TANK RASGOS,NaVal,9480770004,42,CALÇA JEANS,NaVal,00094807700461,00094807700461,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009480770004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYC,CYC,CYCDA,CYCD,JEANS,CYCDA,NaVal,BERMUDA APP JEANS PS SLO INK CICLISTA BL,NaVal,9392380002,48,BOTTOM CURTO JEANS PLUS,NaVal,00093923800253,00093923800253,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_009392380002,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABE,CJAB,CJ,CJABE,NaVal,CALCINHA CALECON CJ MSA ELLA LISO ROSA P,NaVal,9424650003,P,CALCINHA / BOTTOM,NaVal,00094246500318,00094246500318,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009424650003,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJAKL,CJAK,CJ,CJAKL,NaVal,CALCINHA CJ PRD ELLA LISO ROSA P ROSA ME,NaVal,9456160004,P,KIT CALCINHA,NaVal,00094561600472,00094561600472,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009456160004,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABE,CJAB,CJ,CJABE,NaVal,CALCINHA CJ MSA ELLA CALECON BICOLOR PRE,NaVal,9469210003,GG,CALCINHA / BOTTOM,NaVal,00094692100308,00094692100308,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009469210003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,NaVal,CYC,NaVal,CYCD,SHORT JEANS,CYCDB,NaVal,SHORT JEANS PS PRD BARRA DOBRADA E PREGA,NaVal,9633210002,48,BOTTOM CURTO JEANS PLUS,NaVal,00096332100259,00096332100259,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009633210002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,NaVal,C8C,NaVal,C8CD,C8,C8CDA,NaVal,VESTIDO SEM MANGA EVT JEANS C8 SLO INK V,NaVal,9633540003,4,INTEIRO,NaVal,00096335400332,00096335400332,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009633540003,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,NaVal,CRA,NaVal,CRAK,CR,CRAKA,NaVal,CALCINHA CR SLO ELLA 2 PCS MICRO FLORES,NaVal,9280850003,M,KIT CALCINHA,NaVal,00092808500387,00092808500387,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009280850003,384
false,0,BEGE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABS,CJAB,CJ,CJABS,NaVal,CALCINHA CJ PRD ELLA TULE BORDADO  BICOL,NaVal,9646770003,M,CALCINHA / BOTTOM,NaVal,00096467700324,00096467700324,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009646770003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAIA,CYAI,JEANS,CYAIA,NaVal,MACACAO SEM MANGA JEANS CRN PRD INK DIRT,NaVal,9480820004,42,INTEIRO,NaVal,00094808200434,00094808200434,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009480820004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,C8C,C8C,C8CAA,C8CA,C8,C8CAA,NaVal,CALCA C8 JUVA PRD INK SKY BLEACH COM USE,NaVal,9484020002,12,CALÇA,NaVal,00094840200256,00094840200256,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009484020002,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ATD,C6AT,TRS,C6ATD,NaVal,2 SOUTIENS APP TRS BASE C  BJ SEM ARO RE,NaVal,8523680001,42,SOUTIEN / TOP,NaVal,00085236800112,00085236800112,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_008523680001,384
false,0,ROXO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYABC,CYAB,SARJA EVT,CYABC,NaVal,CALCA SARJA EVT JV MSA INK BASICA BARRA,NaVal,9420080005,36,CALÇA SARJA,NaVal,00094200800515,00094200800515,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009420080005,384
false,0,VERMELHO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJACA,CJAC,SNS,CJACA,NaVal,CAMISOLA APP SEM MANGA SNS SLO ELLA DIVI,NaVal,8830380002,GG,CAMISOLA / ROBE,NaVal,00088303800220,00088303800220,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_008830380002,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBAC,CMBA,SARJA,CMBAC,NaVal,CALCA SARJA EVT PAIS CF PRD INK AMACIADA,NaVal,9486500002,48,CALÇA SARJA,NaVal,00094865000244,00094865000244,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009486500002,384
false,0,PINK,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABA,C6AB,TRS,C6ABA,NaVal,3 CALCINHAS APP TRS MFB PINK BCO MHO REF,NaVal,6944140007,GG,CALCINHA / BOTTOM,NaVal,00069441400756,00069441400756,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_006944140007,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAS,CYAA,JEANS,CYAAS,NaVal,CALCA JEANS CRN MSA INK SKY USED TANK BA,NaVal,9479800003,44,CALÇA JEANS,NaVal,00094798000342,00094798000342,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009479800003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAFA,CYAF,JEANS,CYAFA,NaVal,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,NaVal,8569960004,42,TOP,NaVal,00085699600410,00085699600410,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_008569960004,384
false,0,SORTIDO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6AAA,C6AA,TRS,C6AAA,NaVal,3 CALCINHAS APP TANGA TRS COTTON LISO PR,NaVal,4871130004,GG,CALCINHA / BOTTOM,NaVal,00048711300446,00048711300446,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_004871130004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAFA,CYAF,JEANS,CYAFA,NaVal,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,NaVal,8569960006,46,TOP,NaVal,00085699600670,00085699600670,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_008569960006,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBBC,CMBB,SARJA,CMBBC,NaVal,BERMUDA SARJA CRN MSA INK BERMUDA CHINO,NaVal,9637480012,48,BERMUDA SARJA,NaVal,00096374801244,00096374801244,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009637480012,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADD,CYAD,JEANS,CYADD,NaVal,SHORT JEANS CRN MSA INK BARRA VIRADA LIS,NaVal,9384410002,36,BOTTOM CURTO JEANS,NaVal,00093844100265,00093844100265,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009384410002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,NaVal,CYA,NaVal,CYAA,JEANS,CYAAQ,NaVal,CALCA JEANS CRN MSA INK RECORTES  LISO C,NaVal,9588600001,36,CALÇA JEANS,NaVal,00095886000107,00095886000107,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009588600001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADA,CYAD,JEANS,CYADA,NaVal,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,NaVal,9167490005,42,BOTTOM CURTO JEANS,NaVal,00091674900567,00091674900567,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009167490005,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJATB,CJAT,CJ,CJATB,NaVal,SOUTIEN CJ PRD ELLA BICOLOR ROSA 46 ROSA,NaVal,9563910004,46,SOUTIEN / TOP,NaVal,00095639100405,00095639100405,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009563910004,384
false,0,CHOCOLATE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABR,C6AB,TRS,C6ABR,NaVal,CALCINHA APP REDUTORA BOXER TRS  REF C03,NaVal,8398800002,G,CALCINHA / BOTTOM,NaVal,00083988000286,00083988000286,0,0,2022-08-16 07:00:36.468,9,9,0,0,233,233_008398800002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAM,CYAA,JEANS,CYAAM,NaVal,CALCA JEANS CDD PRD INK BASICA COSTURA Z,NaVal,9472310002,40,CALÇA JEANS,NaVal,00094723100239,00094723100239,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009472310002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADC,CYAD,JEANS,CYADC,NaVal,SHORT JEANS CRN PRD INK ELASTICO NO COS,NaVal,9420230001,36,BOTTOM CURTO JEANS,NaVal,00094202300112,00094202300112,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009420230001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CRN PRD INK VISTA ABOTOADA U,NaVal,9412370004,46,CALÇA JEANS,NaVal,00094123700466,00094123700466,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009412370004,384
false,0,MARROM,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBAE,CMBA,CM,CMBAE,NaVal,CALCA CM MSA INK JOGGER  CAMEL LISO MARR,NaVal,9440540003,42,CALÇA SARJA,NaVal,00094405400312,00094405400312,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009440540003,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABK,C6AB,TRS,C6ABK,NaVal,CINTA APP CALCINHA TRS FAIXA ULTRA ZERO,NaVal,8332790002,M,CALCINHA / BOTTOM,NaVal,00083327900246,00083327900246,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_008332790002,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMB,NaVal,CMBB,SARJA,CMBBB,NaVal,BERMUDA JEANS CRN MSA INK CHINO LISO 220,NaVal,9578790010,42,BERMUDA SARJA,NaVal,00095787901008,00095787901008,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009578790010,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADC,CYAD,JEANS,CYADC,NaVal,SAIA JEANS JV PRD INK PLISSADA  LISO 504,NaVal,9420210002,42,BOTTOM CURTO JEANS,NaVal,00094202100286,00094202100286,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009420210002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAD,CYAA,NaVal,CYAAD,NaVal,CALCA  CRN PRD INK DETONADA  LISO C21457,NaVal,9412580001,36,CALÇA JEANS,NaVal,00094125800164,00094125800164,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009412580001,384
false,0,DOURADO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,C5H,C5H,C5HAA,C5HA,TIARA 9 BOLINHAS DOU,C5HAA,NaVal,TIARA COM 9 BOLINHAS DOURADA AD21 0179 U,NaVal,9563710001,UNICO,ACESSÓRIOS DE CABELO,NaVal,00095637100162,00095637100162,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009563710001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CRN MSA INK USED TANK BARRA,NaVal,9479560002,38,CALÇA JEANS,NaVal,00094795600255,00094795600255,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009479560002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADB,CYAD,JEANS,CYADB,NaVal,SHORT JEANS INK LISO JEANS 34 JEANS MEDI,NaVal,9575900001,34,BOTTOM CURTO JEANS,NaVal,00095759000104,00095759000104,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009575900001,384
false,0,MARROM,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,NaVal,C5A,NaVal,C5AA,C5,C5AAA,NaVal,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE M,NaVal,9682910001,UNICO,ÓCULOS ACETATO,NaVal,00096829100199,00096829100199,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009682910001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADF,CYAD,JEANS,CYADF,NaVal,BERMUDA JEANS CRN MSA INK 12 COXA GM LIS,NaVal,9622500006,46,BOTTOM CURTO JEANS,NaVal,00096225000604,00096225000604,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009622500006,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,NaVal,C8D,NaVal,C8DA,C8,C8DAB,NaVal,CALCA C8 PRD EVT PAIS INK INFO SUPER STO,NaVal,9483950001,4,CALÇA,NaVal,00094839500114,00094839500114,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009483950001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADA,CYAD,JEANS,CYADA,NaVal,SHORT JEANS CRN SLO INK BARRA DESFIADA C,NaVal,9383980002,44,BOTTOM CURTO JEANS,NaVal,00093839800231,00093839800231,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009383980002,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,NaVal,CNC,NaVal,CNCC,JV CN,CNCCF,NaVal,CAMISOLA MANGA CURTA JV CN PRD ELLA FIVE,NaVal,9654600003,M,CAMISOLA / ROBE,NaVal,00096546000352,00096546000352,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009654600003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,NaVal,CYB,NaVal,CYBA,NaVal,CYBAB,NaVal,CALCA  JV MSA INK USED TANK ESMERIL BARR,NaVal,9415780001,34,CALÇA JEANS,NaVal,00094157800163,00094157800163,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009415780001,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJATC,CJAT,CJ,CJATC,NaVal,SOUTIEN CJ PRD ELLA BASE ALONGADO LISO P,NaVal,9687090001,G,SOUTIEN / TOP,NaVal,00096870900106,00096870900106,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_009687090001,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRATA,CRAT,CR,CRATA,NaVal,SOUTIEN CR SLO ELLA LISO BRANCO 44 BRANC,NaVal,9671710003,44,SOUTIEN / TOP,NaVal,00096717100300,00096717100300,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009671710003,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABG,CJAB,SLO,CJABG,NaVal,CALCINHA APP SLO CALECON RENDA VERAO BRA,NaVal,7738200001,P,CALCINHA / BOTTOM,NaVal,00077382000157,00077382000157,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_007738200001,384
false,0,DOURADO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,C5D,C5D,C5DAB,C5DA,COLAR CHOCKER,C5DAB,NaVal,COLAR CHOCKER 5 PINGENTES  NIQUEL  LTCP,NaVal,9435210001,CURTO,COLAR,NaVal,00094352100112,00094352100112,0,0,2022-08-16 07:00:36.468,13,13,0,0,233,233_009435210001,384
false,0,VERMELHO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABA,CJAB,SNS SLO,CJABA,NaVal,CALCINHA APP SNS SLO BIQUINI RENDA VERME,NaVal,8222150002,M,CALCINHA / BOTTOM,NaVal,00082221500217,00082221500217,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_008222150002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAH,CMAA,CM,CMAAH,NaVal,CALCA CM MSA INK LAVAGEM COM STONE USED,NaVal,9440860004,44,CALÇA JEANS,NaVal,00094408600443,00094408600443,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009440860004,384
false,0,PINK,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,C8C,C8C,C8CAA,C8CA,C8,C8CAA,NaVal,CALCA C8 PRD INFA INK COM BOTOES COLORID,NaVal,9483660004,4,CALÇA,NaVal,00094836600473,00094836600473,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009483660004,384
false,0,VERDE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,NaVal,CJA,NaVal,CJAK,CJ,CJAKK,NaVal,2 CALCINHAS BIQUNI FIO CJ SLO VERDE PTO,NaVal,9719920004,P,KIT CALCINHA,NaVal,00097199200472,00097199200472,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009719920004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAL,CYAA,JEANS,CYAAL,NaVal,CALCA JEANS JV PRD INK COS DUPLO E BOLSO,NaVal,9579600002,38,CALÇA JEANS,NaVal,00095796000297,00095796000297,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009579600002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMC,NaVal,CMCA,NaVal,CMCAA,NaVal,CALCA  CRN EVT JNS PRD INK RECORTE USED,NaVal,9578470001,36,BOTTOM  JOVEM,NaVal,00095784700161,00095784700161,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009578470001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAJ,CMAA,CM,CMAAJ,NaVal,CALCA CM MSA INK lavagem com stone e use,NaVal,9440960003,44,CALÇA JEANS,NaVal,00094409600312,00094409600312,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009440960003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYC,CYC,CYCDA,CYCD,JEANS,CYCDA,NaVal,BERMUDA JEANS PS SLO INK USED LISO JEANS,NaVal,9383830002,48,BOTTOM CURTO JEANS PLUS,NaVal,00093838300213,00093838300213,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009383830002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAD,CMAA,CM,CMAAD,NaVal,CALCA CM MSA INK SLIM LAVAGEM COM USED B,NaVal,9440810005,44,CALÇA JEANS,NaVal,00094408100554,00094408100554,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009440810005,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAEA,CYAE,NaVal,CYAEA,NaVal,SHORT   INK LISO 07FE00650 BRANCO 36 BRA,NaVal,9585490004,36,BOTTOM CURTO SARJA,NaVal,00095854900439,00095854900439,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009585490004,384
false,0,VERMELHO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABG,CJAB,SNS SLO,CJABG,NaVal,CALCINHA APP SNS  SLO CALECON RENDA VERM,NaVal,8222170004,GG,CALCINHA / BOTTOM,NaVal,00082221700488,00082221700488,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_008222170004,384
false,0,NA,NaVal,NaVal,NaVal,W,BELEZA,NaVal,WB,WBI,WBI,WBICC,WBIC,JEQUITI,WBICC,NaVal,DESODORANTE HIDRATANTE CORPORAL JEQUITI,NaVal,8951670000,NA,HIDRATANTE CORPORAL,NaVal,07899952306239,07899952306239,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_008951670000,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADB,CYAD,JEANS,CYADB,NaVal,SHORT JEANS CRN PRD INK ELASTICO NO COS,NaVal,9480120001,46,BOTTOM CURTO JEANS,NaVal,00094801200172,00094801200172,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009480120001,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRASB,CRAS,CR,CRASB,NaVal,SHORT DOLL MANGA CURTA CR PRD ELLA  RIBA,NaVal,9590750002,GG,SHORT DOLL,NaVal,00095907500234,00095907500234,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009590750002,384
false,0,PRATA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,C5E,C5E,C5EAA,C5EA,CONJUNTO NIQUEL,C5EAA,NaVal,CJT NIQUEL CRUZ E MEDALHA POMBA BRINCO B,NaVal,9515070001,SEM TAMANHO,CONJUNTO,NaVal,00095150700115,00095150700115,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009515070001,384
false,0,DOURADO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,C5A,C5A,C5ABA,C5AB,OCULOS DOURADO VERDE,C5ABA,NaVal,OCULOS FEM MET DOURADO QUADRADO VERDE VC,NaVal,9562670001,UNICO,ÓCULOS METAL,NaVal,00095626700113,00095626700113,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009562670001,384
false,0,BEGE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,CPM,CPM,CPMGS,CPMG,CP,CPMGS,NaVal,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,NaVal,9306280001,34/39,MEIA CASUAL/ESPORTIVA,NaVal,00093062800121,00093062800121,0,0,2022-08-16 07:00:36.468,5,5,0,0,233,233_009306280001,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABG,CJAB,SLO,CJABG,NaVal,CALCINHA APP SLO CALECON RENDA VERAO BRA,NaVal,7738200003,G,CALCINHA / BOTTOM,NaVal,00077382000317,00077382000317,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_007738200003,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBAC,CMBA,SARJA,CMBAC,NaVal,CALCA SARJA EVT PAIS CF PRD INK AMACIADA,NaVal,9486500005,42,CALÇA SARJA,NaVal,00094865000596,00094865000596,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009486500005,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,NaVal,CJA,NaVal,CJAT,NaVal,CJATC,NaVal,SOUTIEN  SLO ELLA MARINHO LISO AZUL 42 A,NaVal,9637490002,42,SOUTIEN / TOP,NaVal,00096374900220,00096374900220,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009637490002,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ATI,C6AT,TRS,C6ATI,NaVal,2 SOUTIENS APP AMAMENTACAO TRS REF 40205,NaVal,8505660003,44,SOUTIEN / TOP,NaVal,00085056600381,00085056600381,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_008505660003,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRASB,CRAS,CR,CRASB,NaVal,SHORT DOLL MANGA CURTA CR PRD ELLA  RIBA,NaVal,9590750004,P,SHORT DOLL,NaVal,00095907500401,00095907500401,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009590750004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CRN MSA INK USED TANK RASGOS,NaVal,9479580004,42,CALÇA JEANS,NaVal,00094795800426,00094795800426,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009479580004,384
