Retail_Clearance,Retail_InTransitQTY,Retail_Product_Color,Retail_Product_Dimension,Retail_Product_ExternalSKU,Retail_Product_ImageURL,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2,Retail_Product_Level2Name,Retail_Product_Level3,Retail_Product_Level3Name,Retail_Product_Level4,Retail_Product_Level4Name,Retail_Product_Level5,Retail_Product_Level5Name,Retail_Product_Manufacturer,Retail_Product_Name,Retail_Product_RFIDTagged,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_Product_UOM,Retail_Product_UPC,Retail_Product_UPCs,Retail_SFMax,Retail_SFMin,Retail_SOHDate,Retail_SOHQTY,Retail_SOHQTY_SF,Retail_SOHQTY_SR,Retail_StoreInProcess,Retail_StoreNumber,serial,thingTypeId
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCCA,CNCC,JV CN,CNCCA,NaVal,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,NaVal,9443510003,M,CAMISOLA / ROBE,NaVal,00094435100367,00094435100367,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009443510003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,C8D,C8D,C8DBB,C8DB,C8,C8DBB,NaVal,BERMUDA C8 PRD JUVO MARCA DE TERCEIROS S,NaVal,9484070001,12,BERMUDA,NaVal,00094840700145,00094840700145,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009484070001,384
false,0,BEGE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ATG,C6AT,TRS,C6ATG,NaVal,SOUTIEN APP TRS GALLARD BEGE CONTROL REF,NaVal,6740540004,52,SOUTIEN / TOP,NaVal,00067405400415,00067405400415,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_006740540004,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,CPM,CPM,CPMGS,CPMG,CP,CPMGS,NaVal,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,NaVal,9306140001,34/39,MEIA CASUAL/ESPORTIVA,NaVal,00093061400162,00093061400162,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009306140001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAK,CYAA,JEANS,CYAAK,NaVal,CALCA JEANS CF MSA INK USED TANK DIRT LI,NaVal,9579550006,46,CALÇA JEANS,NaVal,00095795500644,00095795500644,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009579550006,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,NaVal,CYA,NaVal,CYAD,JEANS,CYADF,NaVal,BERMUDA JEANS CRN MSA INK USED BARRA DES,NaVal,9573020002,38,BOTTOM CURTO JEANS,NaVal,00095730200219,00095730200219,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009573020002,384
false,0,ROXO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,C8C,C8C,C8CAA,C8CA,C8,C8CAA,NaVal,CALCA C8 PRD INK INFA COM CINTINHO DE TE,NaVal,9483680001,4,CALÇA,NaVal,00094836800132,00094836800132,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009483680001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMA,NaVal,CMAA,JEANS,CMAAG,NaVal,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,NaVal,9578060001,38,CALÇA JEANS,NaVal,00095780600120,00095780600120,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009578060001,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRABA,CRAB,CR,CRABA,NaVal,CALCINHA CR MSA ELLA BASE RENDA LISO ROS,NaVal,9390770002,GG,CALCINHA / BOTTOM,NaVal,00093907700210,00093907700210,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009390770002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAV,CYAA,JEANS,CYAAV,NaVal,CALCA JEANS  BIO MARCA DE TERCEIROS Jogg,NaVal,9697910004,40,CALÇA JEANS,NaVal,00096979100445,00096979100445,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009697910004,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABG,C6AB,TRS,C6ABG,NaVal,3 CALCINHAS APP TRS MFB REF  K51509 K195,NaVal,8218660003,G,CALCINHA / BOTTOM,NaVal,00082186600366,00082186600366,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_008218660003,384
false,0,NA,NaVal,NaVal,NaVal,H,ELETRO-ELETRONICOS,NaVal,HZ,HZB,HZB,HZBLB,HZBL,LRGH156L KZ69C1KX,HZBLB,NaVal,RELOGIO LINCE FEM DOURADO KIT COLCAR   B,NaVal,9535540000,NA,KIT FEMININO DOURADO,NaVal,00095355400049,00095355400049,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009535540000,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRAKA,CRAK,CR,CRAKA,NaVal,CALCINHA CR PRD ELLA CANDY FLOWERS ESTAM,NaVal,9388950004,M,KIT CALCINHA,NaVal,00093889500419,00093889500419,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009388950004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAV,CMAA,CM,CMAAV,NaVal,CALCA CM MSA INK SLIM LAVAGEM COM USED B,NaVal,9440920003,44,CALÇA JEANS,NaVal,00094409200390,00094409200390,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009440920003,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAEA,CYAE,NaVal,CYAEA,NaVal,SHORT   INK LISO 07FE00650 BRANCO 40 BRA,NaVal,9585490002,40,BOTTOM CURTO SARJA,NaVal,00095854900279,00095854900279,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009585490002,384
false,0,NA,NaVal,NaVal,NaVal,W,BELEZA,NaVal,WA,WAC,WAC,WACPC,WACP,"DESIREE LUMIERE, 100ML",WACPC,NaVal,COLONIA DESODORANTE FEMININA DESIREE LUM,NaVal,8686930000,NA,PERFUME,NaVal,07899601714842,07899601714842,0,0,2022-08-16 07:00:36.468,8,8,0,0,233,233_008686930000,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAV,CMAA,JEANS,CMAAV,NaVal,CALCA JEANS CRN PRD INK EVT SUPER STONE,NaVal,9561450003,40,CALÇA JEANS,NaVal,00095614500336,00095614500336,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009561450003,384
false,0,VERMELHO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJATA,CJAT,SNS SLO,CJATA,NaVal,SOUTIEN SNS SLO BASE VERMELHO RENDA BASI,NaVal,8222140006,42,SOUTIEN / TOP,NaVal,00082221400685,00082221400685,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_008222140006,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAL,CYAA,JEANS,CYAAL,NaVal,CALCA JEANS CRN SLO INK USED TANK RASGOS,NaVal,9480770003,46,CALÇA JEANS,NaVal,00094807700386,00094807700386,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009480770003,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABA,CJAB,SLO,CJABA,NaVal,CALCINHA APP SLO BIQUINI RENDA BRANCO PP,NaVal,7738190001,P,CALCINHA / BOTTOM,NaVal,00077381900106,00077381900106,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_007738190001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADF,CYAD,JEANS,CYADF,NaVal,BERMUDA JEANS CRN MSA INK USED BARRA DES,NaVal,9573000002,38,BOTTOM CURTO JEANS,NaVal,00095730000208,00095730000208,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009573000002,384
false,0,NA,NaVal,NaVal,NaVal,W,BELEZA,NaVal,WA,WAC,WAC,WACPD,WACP,"ELIANA CRISTAL,100ML",WACPD,NaVal,COLONIA DESODORANTE FEMININA ELIANA CRIS,NaVal,8686880000,NA,PERFUME,NaVal,07899601762904,07899601762904,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_008686880000,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAS,CYAA,JEANS,CYAAS,NaVal,CALCA JEANS CRN MSA INK SKY USED TANK BA,NaVal,9479810003,44,CALÇA JEANS,NaVal,00094798100301,00094798100301,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009479810003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAA,CYAA,JEANS,CYAAA,NaVal,CALCA JEANS CRN SLO INK BASICA STONE  LI,NaVal,9383880002,42,CALÇA JEANS,NaVal,00093838800294,00093838800294,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009383880002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADF,CYAD,JEANS,CYADF,NaVal,BERMUDA JEANS CRN MSA INK USED BARRA FEI,NaVal,9573060005,44,BOTTOM CURTO JEANS,NaVal,00095730600576,00095730600576,0,0,2022-08-16 07:00:36.468,0,0,0,0,233,233_009573060005,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCKB,CNCK,JV CN,CNCKB,NaVal,CALCINHA JV CN SLO ELLA MICRO POA  ESTAM,NaVal,9588720004,M,KIT CALCINHA,NaVal,00095887200407,00095887200407,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009588720004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYC,CYC,CYCBA,CYCB,JEANS,CYCBA,NaVal,CALCA JEANS PS MSA INK USED E BARRA CHUV,NaVal,9383740001,54,CALÇA JEANS PLUS,NaVal,00093837400143,00093837400143,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009383740001,384
false,0,VERMELHO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABG,C6AB,TRS,C6ABG,NaVal,3 CALCINHAS APP TRS BIQUINI REF 51509 K2,NaVal,8878390003,GG,CALCINHA / BOTTOM,NaVal,00088783900366,00088783900366,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_008878390003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMABC,CMAB,JEANS,CMABC,NaVal,BERMUDA JEANS EVT PAIS CRN PRD INK BERMU,NaVal,9578940005,46,BERMUDA JEANS,NaVal,00095789400554,00095789400554,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009578940005,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCSD,CNCS,JV CN,CNCSD,NaVal,SHORT DOLL MANGA CURTA JV CN SLO ELLA ES,NaVal,9438710010,M,SHORT DOLL,NaVal,00094387101030,00094387101030,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009438710010,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CF PRD INK USED TANK PUIDOS,NaVal,9479600004,46,CALÇA JEANS,NaVal,00094796000436,00094796000436,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009479600004,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYABC,CYAB,SARJA,CYABC,NaVal,CALCA SARJA JV MSA INK BASICA BARRA VIRA,NaVal,9475000013,44,CALÇA SARJA,NaVal,00094750001318,00094750001318,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009475000013,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C8,NaVal,C8D,NaVal,C8DB,C8,C8DBA,NaVal,BERMUDA C8 PRD INK BERMUDA INFO USED E E,NaVal,9686500004,10,BERMUDA,NaVal,00096865000446,00096865000446,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009686500004,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAV,CYAA,JEANS,CYAAV,NaVal,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,NaVal,9483370003,40,CALÇA JEANS,NaVal,00094833700312,00094833700312,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009483370003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMABC,CMAB,JEANS,CMABC,NaVal,BERMUDA JEANS INK LISO 02ma00661 JEANS 4,NaVal,9571200005,46,BERMUDA JEANS,NaVal,00095712000561,00095712000561,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009571200005,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAQ,CYAA,NaVal,CYAAQ,NaVal,CALCA  CRN PRD INK ELASTICO CLOCHARD MAR,NaVal,9265730004,42,CALÇA JEANS,NaVal,00092657300435,00092657300435,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009265730004,384
false,0,NA,NaVal,NaVal,NaVal,H,ELETRO-ELETRONICOS,NaVal,HZ,HZA,HZA,HZAIC,HZAI,XMSS1046 PRSX,HZAIC,NaVal,RELOGIO XGAMES MASC PRATA AVULSO ANALOGI,NaVal,9628290000,NA,MASCULINO PRATA,NaVal,00096282900084,00096282900084,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009628290000,384
false,0,NA,NaVal,NaVal,NaVal,H,ELETRO-ELETRONICOS,NaVal,HZ,HZB,HZB,HZBLB,HZBL,LRGH160L KP03C1KX,HZBLB,NaVal,RELOGIO LINCE DOURADO KIT COLAR   BRINCO,NaVal,9477720000,NA,KIT FEMININO DOURADO,NaVal,00094777200091,00094777200091,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009477720000,384
false,0,NA,NaVal,NaVal,NaVal,W,BELEZA,NaVal,WB,WBI,WBI,WBICB,WBIC,HIDRAT EU DESEJO,WBICB,NaVal,DESODORANTE HIDRATANTE CORPORAL JEQUITI,NaVal,9539840000,NA,HIDRATANTE CORPORAL,NaVal,07899952315354,07899952315354,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009539840000,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMB,NaVal,CMBB,SARJA,CMBBB,NaVal,BERMUDA JEANS CRN MSA INK CHINO LISO 220,NaVal,9578790014,50,BERMUDA SARJA,NaVal,00095787901428,00095787901428,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009578790014,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6ABG,C6AB,TRS,C6ABG,NaVal,3 CALCINHAS APP TRS BIQUINI COTTON  ESTA,NaVal,8831730002,G,CALCINHA / BOTTOM,NaVal,00088317300273,00088317300273,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_008831730002,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMABC,CMAB,JEANS,CMABC,NaVal,BERMUDA JEANS EVT PAIS CRN PRD INK BERMU,NaVal,9578940001,38,BERMUDA JEANS,NaVal,00095789400127,00095789400127,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009578940001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADD,CYAD,JEANS,CYADD,NaVal,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,NaVal,9384070001,34,BOTTOM CURTO JEANS,NaVal,00093840700124,00093840700124,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009384070001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CF PRD INK USED TANK PUIDOS,NaVal,9479600003,40,CALÇA JEANS,NaVal,00094796000351,00094796000351,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009479600003,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAQ,CYAA,JEANS,CYAAQ,NaVal,CALCA JEANS JV PRD INK CALCA  JV PRD INK,NaVal,9561520004,38,CALÇA JEANS,NaVal,00095615200402,00095615200402,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009561520004,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,NaVal,CPM,NaVal,CPMG,CP,CPMGU,NaVal,2 PARES MEIA CURTA SLO WARNER LOONEY TUN,NaVal,9556430001,34/39,MEIA CASUAL/ESPORTIVA,NaVal,00095564300116,00095564300116,0,0,2022-08-16 07:00:36.468,6,6,0,0,233,233_009556430001,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJABE,CJAB,CJ,CJABE,NaVal,CALCINHA CJ MSA ELLA CALECON BICOLOR PRE,NaVal,9469210001,G,CALCINHA / BOTTOM,NaVal,00094692100131,00094692100131,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009469210001,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCSB,CNCS,NaVal,CNCSB,NaVal,SHORT DOLL MANGA CURTA JV CN EVT NAMO EL,NaVal,9561230001,G,SHORT DOLL,NaVal,00095612300174,00095612300174,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009561230001,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCBA,CNCB,JV CN,CNCBA,NaVal,SHORT DOLL JV CN SLO DISNEY V ESTAMPADO,NaVal,9297020001,G,CALCINHA / BOTTOM,NaVal,00092970200177,00092970200177,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009297020001,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,CPM,CPM,CPMGR,CPMG,CP,CPMGR,NaVal,3 PARES MEIA CURTA ACC FCX LISTRAS MARIN,NaVal,9502340001,34/39,MEIA CASUAL/ESPORTIVA,NaVal,00095023400142,00095023400142,0,0,2022-08-16 07:00:36.468,10,10,0,0,233,233_009502340001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAS,CYAA,JEANS,CYAAS,NaVal,CALCA JEANS INK JEANS AZUL CLARO  LISO J,NaVal,9654220001,36,CALÇA JEANS,NaVal,00096542200114,00096542200114,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009654220001,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYADA,CYAD,JEANS,CYADA,NaVal,SHORT JEANS JV MSA INK BARRA DESFIADA BI,NaVal,9384690006,44,BOTTOM CURTO JEANS,NaVal,00093846900610,00093846900610,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009384690006,384
false,0,SORTIDO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6AAA,C6AA,TRS,C6AAA,NaVal,3 CALCINHAS APP TANGA TRS COTTON LISO PR,NaVal,4871130002,M,CALCINHA / BOTTOM,NaVal,00048711300286,00048711300286,0,0,2022-08-16 07:00:36.468,0,0,0,0,233,233_004871130002,384
false,0,BRANCO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C6,C6A,C6A,C6AAA,C6AA,TRS,C6AAA,NaVal,3 CALCINHAS APP TANGA TRS COTTON LISO ME,NaVal,6944100006,M,CALCINHA / BOTTOM,NaVal,00069441000659,00069441000659,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_006944100006,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,NaVal,CMB,NaVal,CMBB,SARJA,CMBBA,NaVal,BERMUDA SARJA CRN MSA INK 5 POCKETS  LIS,NaVal,9498160006,46,BERMUDA SARJA,NaVal,00094981600618,00094981600618,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009498160006,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAD,CMAA,CM,CMAAD,NaVal,CALCA CM MSA INK SLIM LAVAGEM COM USED B,NaVal,9440900005,44,CALÇA JEANS,NaVal,00094409000549,00094409000549,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009440900005,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCSD,CNCS,JV CN,CNCSD,NaVal,SHORT DOLL MANGA CURTA JV CN SLO ELLA BU,NaVal,9468540008,GG,SHORT DOLL,NaVal,00094685400873,00094685400873,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009468540008,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C7,C7A,C7A,C7AKM,C7AK,C7,C7AKM,NaVal,CALCINHA C7 ELLA ESTAMPADO CINZA M CINZA,NaVal,9458240004,M,KIT CALCINHA,NaVal,00094582400488,00094582400488,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009458240004,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CJ,CJA,CJA,CJATC,CJAT,CJ,CJATC,NaVal,SOUTIEN BASE CJ MSA ELLA LISO ROSA 44 RO,NaVal,9424680003,44,SOUTIEN / TOP,NaVal,00094246800371,00094246800371,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009424680003,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCCA,CNCC,JV CN,CNCCA,NaVal,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,NaVal,9443520004,P,CAMISOLA / ROBE,NaVal,00094435200401,00094435200401,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009443520004,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBBB,CMBB,CM,CMBBB,NaVal,BERMUDA CM SLO INK CHINO MINI PRINT MARI,NaVal,8629980004,44,BERMUDA SARJA,NaVal,00086299800422,00086299800422,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_008629980004,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBAE,CMBA,CM,CMBAE,NaVal,CALCA CM MSA INK JOGGER LISO 34099 PRETO,NaVal,9373000004,44,CALÇA SARJA,NaVal,00093730000426,00093730000426,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009373000004,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRASC,CRAS,CR,CRASC,NaVal,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,NaVal,9577780002,GG,SHORT DOLL,NaVal,00095777800205,00095777800205,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009577780002,384
false,0,VERDE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMC,CMC,CMCBA,CMCB,SARJA,CMCBA,NaVal,BERMUDA SARJA JV PRD INK AMACIADA CARGO,NaVal,9486490007,48,BERMUDA JOVEM,NaVal,00094864900705,00094864900705,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009486490007,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CY,CYA,CYA,CYAAC,CYAA,JEANS,CYAAC,NaVal,CALCA JEANS CRN MSA INK USED TANK ESMERI,NaVal,9412420002,38,CALÇA JEANS,NaVal,00094124200279,00094124200279,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009412420002,384
false,0,MARROM,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,C5,C5A,C5A,C5AAA,C5AA,C5,C5AAA,NaVal,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,NaVal,9717370001,UNICO,ÓCULOS ACETATO,NaVal,00097173700158,00097173700158,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009717370001,384
false,0,PRETO,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,CPM,CPM,CPMGU,CPMG,CP,CPMGU,NaVal,2 PARES  MEIA CCXPCURTA SLO WARNER HARRY,NaVal,9590940001,34/39,MEIA CASUAL/ESPORTIVA,NaVal,00095909400198,00095909400198,0,0,2022-08-16 07:00:36.468,2,2,0,0,233,233_009590940001,384
false,0,VERDE,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMB,CMB,CMBBC,CMBB,SARJA,CMBBC,NaVal,BERMUDA SARJA CF PRD INK LISO VERDE 50 V,NaVal,9569870007,50,BERMUDA SARJA,NaVal,00095698700745,00095698700745,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009569870007,384
false,0,ROSA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CR,CRA,CRA,CRASC,CRAS,CR,CRASC,NaVal,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,NaVal,9581350006,M,SHORT DOLL,NaVal,00095813500694,00095813500694,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009581350006,384
false,0,NA,NaVal,NaVal,NaVal,H,ELETRO-ELETRONICOS,NaVal,HZ,HZB,HZB,HZBLB,HZBL,LRR4681L KN12R1RX,HZBLB,NaVal,RELOGIO LINCE FEMININO DOURADO P4 C PULS,NaVal,9216370000,NA,KIT FEMININO DOURADO,NaVal,00092163700040,00092163700040,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009216370000,384
false,0,JEANS,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CM,CMA,CMA,CMAAV,CMAA,CM,CMAAV,NaVal,CALCA CM MSA INK SLIM LAVAGEM COM USED B,NaVal,9440920002,48,CALÇA JEANS,NaVal,00094409200215,00094409200215,0,0,2022-08-16 07:00:36.468,1,1,0,0,233,233_009440920002,384
false,0,CINZA,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CN,CNC,CNC,CNCCA,CNCC,JV CN,CNCCA,NaVal,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,NaVal,9589320008,GG,CAMISOLA / ROBE,NaVal,00095893200880,00095893200880,0,0,2022-08-16 07:00:36.468,3,3,0,0,233,233_009589320008,384
false,0,AZUL,NaVal,NaVal,NaVal,C,VESTUARIO,NaVal,CP,NaVal,CPC,NaVal,CPCD,CP,CPCDA,NaVal,CHINELO ABERTO EVA STITCH AZUL ESTAMPADO,NaVal,9666040003,39/40,CHINELOS,NaVal,00096660400304,00096660400304,0,0,2022-08-16 07:00:36.468,4,4,0,0,233,233_009666040003,384
